,Datetime,Tweet Id,Text,URL,Username,tweet.user.followersCount,tweet.replyCount,tweet.retweetCount,tweet.likeCount,tweet.quoteCount,tweet.lang,tweet.outlinks,tweet.media,tweet.retweetedTweet,tweet.quotedTweet,tweet.inReplyToTweetId,tweet.inReplyToUser,tweet.mentionedUsers,tweet.coordinates,tweet.place,tweet.hashtags,tweet.cashtags
0,2010-12-31 15:08:16+00:00,20858783991336960,Ring in 2011 cheering on the #Hawks as they head to Oklahoma City tonight to take on the Thunder at 8PM.  TV: @SportSouth Radio: @99x.,https://twitter.com/ATLHawks/status/20858783991336960,ATLHawks,1532897,0,3,0,0,en,,,,,,,"[User(username='SportSouth', id=4046414308, displayname='Maison à vendre', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='99x', id=14956123, displayname='99X', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['Hawks'],
1,2010-12-30 22:20:52+00:00,20605265451679745,"RT @Al_Horford: What's good everyone, just got into OKC for our west coast trip. We need to take it one at a time. Go hawks!",https://twitter.com/ATLHawks/status/20605265451679745,ATLHawks,1532897,0,2,0,0,en,,,,,,,"[User(username='Al_Horford', id=78193153, displayname='Al Horford', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
2,2010-12-30 21:45:51+00:00,20596454171090944,HAWKS: Marvin Williams Injury Update http://t.co/PNO58lQ,https://twitter.com/ATLHawks/status/20596454171090944,ATLHawks,1532897,0,1,0,0,en,"[TextLink(text='nba.com/hawks/news/Mar…', url='http://www.nba.com/hawks/news/Marvin_Injury_122910.html', tcourl='http://t.co/PNO58lQ', indices=(37, 56))]",,,,,,,,,,
3,2010-12-30 20:30:19+00:00,20577444641644544,@KrisPTHoops thanks!,https://twitter.com/ATLHawks/status/20577444641644544,ATLHawks,1532897,0,0,0,0,en,,,,,,,,,,,
4,2010-12-30 15:55:26+00:00,20508268321312768,"Recap, video and photos from last night's 103-93 win over the Golden State Warriors.  Check it all out here: http://social.hawks.com/cFA",https://twitter.com/ATLHawks/status/20508268321312768,ATLHawks,1532897,0,1,1,0,en,,,,,,,,,,,
5,2010-12-30 15:38:11+00:00,20503924096106496,RT @JamalCrawFans: I just voted for the @atlanta_hawks to be on #NBATV Fan Night! Vote @ http://t.co/VvgGBdK #Hawks,https://twitter.com/ATLHawks/status/20503924096106496,ATLHawks,1532897,0,1,0,0,en,"[TextLink(text='nba.com/fannight', url='http://www.nba.com/fannight', tcourl='http://t.co/VvgGBdK', indices=(89, 108))]",,,,,,"[User(username='JamalCrawFans', id=178717958, displayname='Jamal Crawford Fans', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='atlanta_hawks', id=1149569600, displayname='Atlanta Hawks News', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['NBATV', 'Hawks']",
6,2010-12-30 03:14:54+00:00,20316870636736512,#Hawks defeated the #Warriors 103-93 tonight. J-Smoove and @Al_horford both had double-doubles as the Hawks home win streak hits 9.,https://twitter.com/ATLHawks/status/20316870636736512,ATLHawks,1532897,0,13,2,0,en,,,,,,,"[User(username='Al_Horford', id=78193153, displayname='Al Horford', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['Hawks', 'Warriors']",
7,2010-12-30 01:50:24+00:00,20295607096705024,"The Aaron's Lucky Dogs are like Kamikazes tonight. Falling from the rafters in their parachutes, coming in hot...",https://twitter.com/ATLHawks/status/20295607096705024,ATLHawks,1532897,0,0,0,0,en,,,,,,,,,,,
8,2010-12-30 01:46:14+00:00,20294558604595200,Marvin Williams has left the game with a low back injury and is not expected to return tonight.,https://twitter.com/ATLHawks/status/20294558604595200,ATLHawks,1532897,0,3,0,0,en,,,,,,,,,,,
9,2010-12-30 01:41:21+00:00,20293330629828610,Roller coaster of a 3rd quarter but the Hawks end up on top 78-69. Bibby had 8 in the quarter.,https://twitter.com/ATLHawks/status/20293330629828610,ATLHawks,1532897,0,4,0,0,en,,,,,,,,,,,
